1860837	<http://www.w3.org/2003/01/geo/wgs84_pos#long>
1860837	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>
1860837	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>
1860837	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
1860837	<http://www.geonames.org/ontology#parentFeature>
1860837	<http://www.geonames.org/ontology#parentCountry>
1860837	<http://www.geonames.org/ontology#name>
1860837	<http://www.geonames.org/ontology#locationMap>
1860837	<http://www.geonames.org/ontology#featureClass>
1860837	<http://www.geonames.org/ontology#countryCode>
1857701	<http://www.geonames.org/ontology#featureCode>
1811679	<http://www.geonames.org/ontology#nearbyFeatures>
1660979	<http://www.geonames.org/ontology#parentADM1>
1317854	<http://www.geonames.org/ontology#alternateName>
275298	<http://www.geonames.org/ontology#wikipediaArticle>
159325	<http://www.geonames.org/ontology#parentADM2>
104907	<http://www.geonames.org/ontology#parentADM3>
91149	<http://www.geonames.org/ontology#population>
53144	<http://www.geonames.org/ontology#postalCode>
49158	<http://www.geonames.org/ontology#childrenFeatures>
40970	<http://www.w3.org/2003/01/geo/wgs84_pos#alt>
34401	<http://www.geonames.org/ontology#parentADM4>
28192	<http://www.w3.org/2002/07/owl#sameAs>
10262	<http://www.geonames.org/ontology#officialName>
213	<http://xmlns.com/foaf/0.1/page>
70	<http://www.geonames.org/ontology#neighbouringFeatures>
