114548	<http://bio2rdf.org/affymetrix_vocabulary:process>
94620	<http://bio2rdf.org/affymetrix_vocabulary:transcript-assignment>
83945	<http://bio2rdf.org/affymetrix_vocabulary:function>
70489	<http://bio2rdf.org/affymetrix_vocabulary:location>
46545	<http://bio2rdf.org/affymetrix_vocabulary:x-refseq>
43904	<http://bio2rdf.org/affymetrix_vocabulary:x-unigene>
31200	<http://bio2rdf.org/affymetrix_vocabulary:x-uniprot>
26504	<http://bio2rdf.org/affymetrix_vocabulary:alignments>
24250	<http://bio2rdf.org/affymetrix_vocabulary:genome-version>
24249	<http://www.w3.org/2000/01/rdf-schema#label>
24249	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
24249	<http://rdfs.org/ns/void#inDataset>
24249	<http://bio2rdf.org/affymetrix_vocabulary:transcript>
24249	<http://bio2rdf.org/affymetrix_vocabulary:target-description>
24249	<http://bio2rdf.org/affymetrix_vocabulary:species-scientific-name>
24249	<http://bio2rdf.org/affymetrix_vocabulary:sequence-type>
24249	<http://bio2rdf.org/affymetrix_vocabulary:representative-public-id>
24249	<http://bio2rdf.org/affymetrix_vocabulary:probe-set-id>
24249	<http://bio2rdf.org/affymetrix_vocabulary:genechip-array>
24249	<http://bio2rdf.org/affymetrix_vocabulary:annotation-description>
24249	<http://bio2rdf.org/affymetrix_vocabulary:annotation-date>
20404	<http://bio2rdf.org/affymetrix_vocabulary:annotation-notes>
19679	<http://bio2rdf.org/affymetrix_vocabulary:unigene-cluster-type>
18994	<http://bio2rdf.org/affymetrix_vocabulary:x-symbol>
18994	<http://bio2rdf.org/affymetrix_vocabulary:x-geneid>
18994	<http://bio2rdf.org/affymetrix_vocabulary:gene-title>
17855	<http://bio2rdf.org/affymetrix_vocabulary:chromosomal-location>
14924	<http://bio2rdf.org/affymetrix_vocabulary:x-ensembl>
6072	<http://bio2rdf.org/affymetrix_vocabulary:trans-membrane>
3603	<http://bio2rdf.org/affymetrix_vocabulary:x-ec>
3133	<http://bio2rdf.org/affymetrix_vocabulary:x-interpro>
2173	<http://bio2rdf.org/affymetrix_vocabulary:pathway>
457	<http://bio2rdf.org/affymetrix_vocabulary:qtl>
159	<http://bio2rdf.org/affymetrix_vocabulary:x-rgd>
10	<http://bio2rdf.org/affymetrix_vocabulary:sequence-source>
1	<http://bio2rdf.org/affymetrix_vocabulary:refseq-version>
1	<http://bio2rdf.org/affymetrix_vocabulary:refseq-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:netaffx-annotation-tabular-format-version>
1	<http://bio2rdf.org/affymetrix_vocabulary:netaffx-annotation-netaffx-build>
1	<http://bio2rdf.org/affymetrix_vocabulary:netaffx-annotation-docgen-version>
1	<http://bio2rdf.org/affymetrix_vocabulary:netaffx-annotation-docgen-method>
1	<http://bio2rdf.org/affymetrix_vocabulary:netaffx-annotation-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:ipi-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:genome-version-ucsc>
1	<http://bio2rdf.org/affymetrix_vocabulary:genome-version-create_date>
1	<http://bio2rdf.org/affymetrix_vocabulary:genome-species>
1	<http://bio2rdf.org/affymetrix_vocabulary:genbank-version>
1	<http://bio2rdf.org/affymetrix_vocabulary:genbank-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:entrezgene-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:ensembl-version>
1	<http://bio2rdf.org/affymetrix_vocabulary:ensembl-date>
1	<http://bio2rdf.org/affymetrix_vocabulary:create_date>
1	<http://bio2rdf.org/affymetrix_vocabulary:chip_type>
