75974	<http://xmlns.com/foaf/0.1/name>
17520	<http://dbpedia.org/ontology/genre>
16056	<http://dbpedia.org/ontology/team>
15184	<http://dbpedia.org/ontology/birthPlace>
14878	<http://dbpedia.org/ontology/birthDate>
14715	<http://dbpedia.org/ontology/starring>
11287	<http://dbpedia.org/ontology/recordLabel>
11052	<http://www.w3.org/2003/01/geo/wgs84_pos#long>
11052	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>
11052	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
11052	<http://www.georss.org/georss/point>
10807	<http://dbpedia.org/ontology/runtime>
10107	<http://dbpedia.org/ontology/activeYearsStartYear>
9812	<http://dbpedia.org/ontology/releaseDate>
8625	<http://dbpedia.org/ontology/producer>
7867	<http://dbpedia.org/ontology/subsequentWork>
7410	<http://dbpedia.org/ontology/country>
7245	<http://dbpedia.org/ontology/review>
7194	<http://dbpedia.org/ontology/previousWork>
6793	<http://dbpedia.org/ontology/type>
6416	<http://dbpedia.org/ontology/populationTotal>
6058	<http://dbpedia.org/ontology/family>
5719	<http://dbpedia.org/ontology/formerTeam>
5690	<http://dbpedia.org/ontology/artist>
5639	<http://dbpedia.org/ontology/writer>
5303	<http://dbpedia.org/ontology/activeYearsEndYear>
4963	<http://dbpedia.org/ontology/occupation>
4902	<http://dbpedia.org/ontology/location>
4886	<http://dbpedia.org/ontology/order>
4788	<http://dbpedia.org/ontology/position>
4330	<http://dbpedia.org/ontology/deathDate>
4276	<http://dbpedia.org/ontology/class>
4125	<http://dbpedia.org/ontology/format>
4122	<http://dbpedia.org/ontology/elevation>
3892	<http://dbpedia.org/ontology/kingdom>
3761	<http://dbpedia.org/ontology/background>
3641	<http://dbpedia.org/ontology/language>
3433	<http://dbpedia.org/ontology/associatedMusicalArtist>
3433	<http://dbpedia.org/ontology/associatedBand>
3399	<http://dbpedia.org/ontology/director>
3340	<http://dbpedia.org/ontology/deathPlace>
2993	<http://dbpedia.org/ontology/areaTotal>
2985	<http://dbpedia.org/ontology/city>
2891	<http://dbpedia.org/ontology/hometown>
2624	<http://dbpedia.org/ontology/publisher>
2594	<http://dbpedia.org/ontology/activeYearsStartDate>
2586	<http://dbpedia.org/ontology/postalCode>
2434	<http://dbpedia.org/ontology/distributor>
2357	<http://dbpedia.org/ontology/successor>
2349	<http://dbpedia.org/ontology/phylum>
2278	<http://dbpedia.org/ontology/length>
2208	<http://dbpedia.org/ontology/musicalBand>
2208	<http://dbpedia.org/ontology/musicalArtist>
2125	<http://dbpedia.org/ontology/weight>
2115	<http://dbpedia.org/ontology/orderInOffice>
