5774382	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
5724694	<http://tcga.deri.ie/schema/stop>
5724694	<http://tcga.deri.ie/schema/start>
5724694	<http://tcga.deri.ie/schema/result>
5724694	<http://tcga.deri.ie/schema/chromosome>
5319609	<http://tcga.deri.ie/schema/scaled_estimate>
237867	<http://tcga.deri.ie/schema/seg_mean>
141109	<http://tcga.deri.ie/schema/reads_per_million_miRNA_mapped>
51490	<http://tcga.deri.ie/schema/bcr_sample_barcode>
32610	<http://tcga.deri.ie/schema/bcr_aliquot_barcode>
26330	<http://tcga.deri.ie/schema/is_derived_from_ffpe>
26109	<http://tcga.deri.ie/schema/protein_expression_value>
24045	<http://tcga.deri.ie/schema/concentration>
24045	<http://tcga.deri.ie/schema/amount>
23220	<http://tcga.deri.ie/schema/bcr_analyte_barcode>
16966	<http://tcga.deri.ie/schema/plate_id>
16966	<http://tcga.deri.ie/schema/center_id>
16305	<http://tcga.deri.ie/schema/source_center>
16305	<http://tcga.deri.ie/schema/plate_row>
16305	<http://tcga.deri.ie/schema/plate_column>
16305	<http://tcga.deri.ie/schema/date_of_shipment>
16305	<http://tcga.deri.ie/schema/biospecimen_barcode_bottom>
16305	<http://tcga.deri.ie/schema/bcr_aliquot_uuid>
10144	<http://tcga.deri.ie/schema/bcr_patient_barcode>
7740	<http://tcga.deri.ie/schema/well_number>
7740	<http://tcga.deri.ie/schema/spectrophotometer_method>
7740	<http://tcga.deri.ie/schema/rinvalue>
7740	<http://tcga.deri.ie/schema/ratio_28s_18s>
7740	<http://tcga.deri.ie/schema/protocol_name>
7740	<http://tcga.deri.ie/schema/protocol_file_name>
7740	<http://tcga.deri.ie/schema/pcr_amplification_successful>
7740	<http://tcga.deri.ie/schema/normal_tumor_genotype_match>
7740	<http://tcga.deri.ie/schema/gel_image_file>
7740	<http://tcga.deri.ie/schema/experimental_protocol_type>
7740	<http://tcga.deri.ie/schema/bcr_analyte_uuid>
7740	<http://tcga.deri.ie/schema/analyte_type_id>
7740	<http://tcga.deri.ie/schema/analyte_type>
7740	<http://tcga.deri.ie/schema/a260_a280_ratio>
6675	<http://tcga.deri.ie/schema/is_ffpe>
6056	<http://tcga.deri.ie/schema/vial_number>
6056	<http://tcga.deri.ie/schema/bcr_sample_uuid>
6018	<http://tcga.deri.ie/schema/bcr_portion_barcode>
4570	<http://tcga.deri.ie/schema/bcr_slide_barcode>
4462	<http://tcga.deri.ie/schema/other_method_of_sample_procurement>
4462	<http://tcga.deri.ie/schema/method_of_sample_procurement>
4462	<http://tcga.deri.ie/schema/days_to_sample_procurement>
3670	<http://tcga.deri.ie/schema/portion_number>
3009	<http://tcga.deri.ie/schema/weight>
3009	<http://tcga.deri.ie/schema/date_of_creation>
3009	<http://tcga.deri.ie/schema/bcr_portion_uuid>
3009	<http://tcga.deri.ie/schema/LCE>
3005	<http://tcga.deri.ie/schema/time_between_excision_and_freezing>
3005	<http://tcga.deri.ie/schema/time_between_clamping_and_freezing>
3005	<http://tcga.deri.ie/schema/shortest_dimension>
3005	<http://tcga.deri.ie/schema/sample_type_id>
3005	<http://tcga.deri.ie/schema/sample_type>
3005	<http://tcga.deri.ie/schema/pathology_report_uuid>
3005	<http://tcga.deri.ie/schema/oct_embedded>
3005	<http://tcga.deri.ie/schema/longest_dimension>
3005	<http://tcga.deri.ie/schema/intermediate_dimension>
3005	<http://tcga.deri.ie/schema/initial_weight>
3005	<http://tcga.deri.ie/schema/freezing_method>
3005	<http://tcga.deri.ie/schema/days_to_collection>
3005	<http://tcga.deri.ie/schema/current_weight>
3005	<http://tcga.deri.ie/schema/NCNNCT_OthMethONSP>
2691	<http://tcga.deri.ie/schema/normal_tissue_anatomic_site>
2671	<http://tcga.deri.ie/schema/form_completion_date>
2621	<http://tcga.deri.ie/schema/histological_type>
2285	<http://tcga.deri.ie/schema/section_location>
