41	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
21	<http://www.w3.org/2002/07/owl#sameAs>
20	<http://xmlns.com/foaf/0.1/name>
16	<http://xmlns.com/foaf/0.1/page>
16	<http://www.w3.org/2000/01/rdf-schema#seeAlso>
13	<http://xmlns.com/foaf/0.1/mbox_sha1sum>
11	<http://www.w3.org/2000/01/rdf-schema#label>
9	<http://xmlns.com/foaf/0.1/member>
9	<http://xmlns.com/foaf/0.1/maker>
9	<http://xmlns.com/foaf/0.1/made>
9	<http://swrc.ontoware.org/ontology#author>
9	<http://swrc.ontoware.org/ontology#affiliation>
9	<http://purl.org/dc/elements/1.1/creator>
7	<http://xmlns.com/foaf/0.1/homepage>
7	<http://xmlns.com/foaf/0.1/based_near>
7	<http://www.w3.org/2003/01/geo/wgs84_pos#long>
7	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>
6	<http://www.w3.org/2002/12/cal/ical#summary>
6	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_1>
6	<http://swrc.ontoware.org/ontology#year>
6	<http://swrc.ontoware.org/ontology#month>
6	<http://data.semanticweb.org/ns/swc/ontology#relatedToEvent>
6	<http://data.semanticweb.org/ns/swc/ontology#hasRelatedDocument>
5	<http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#authorList>
5	<http://swrc.ontoware.org/ontology#title>
5	<http://swrc.ontoware.org/ontology#abstract>
5	<http://purl.org/dc/elements/1.1/title>
5	<http://data.semanticweb.org/ns/swc/ontology#isPartOf>
5	<http://data.semanticweb.org/ns/swc/ontology#hasPart>
4	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_2>
4	<http://swrc.ontoware.org/ontology#editor>
4	<http://data.semanticweb.org/ns/swc/ontology#holdsRole>
4	<http://data.semanticweb.org/ns/swc/ontology#heldBy>
2	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_3>
1	<http://www.w3.org/2002/12/cal/ical#url>
1	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_4>
1	<http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#editorList>
1	<http://swrc.ontoware.org/ontology#booktitle>
1	<http://data.semanticweb.org/ns/swc/ontology#isSuperEventOf>
1	<http://data.semanticweb.org/ns/swc/ontology#isSubEventOf>
1	<http://data.semanticweb.org/ns/swc/ontology#isRoleAt>
1	<http://data.semanticweb.org/ns/swc/ontology#hasRole>
1	<http://data.semanticweb.org/ns/swc/ontology#hasLogo>
1	<http://data.semanticweb.org/ns/swc/ontology#hasAcronym>
1	<http://data.semanticweb.org/ns/swc/ontology#completeGraph>
