610	<http://www.w3.org/2000/01/rdf-schema#label>
575	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
498	<http://xmlns.com/foaf/0.1/name>
372	<http://xmlns.com/foaf/0.1/maker>
372	<http://xmlns.com/foaf/0.1/made>
372	<http://swrc.ontoware.org/ontology#author>
372	<http://purl.org/dc/elements/1.1/creator>
344	<http://xmlns.com/foaf/0.1/member>
344	<http://swrc.ontoware.org/ontology#affiliation>
112	<http://swrc.ontoware.org/ontology#year>
112	<http://swrc.ontoware.org/ontology#month>
111	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_1>
111	<http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#authorList>
111	<http://swrc.ontoware.org/ontology#abstract>
111	<http://purl.org/dc/elements/1.1/title>
111	<http://data.semanticweb.org/ns/swc/ontology#isPartOf>
111	<http://data.semanticweb.org/ns/swc/ontology#hasPart>
106	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_2>
82	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_3>
43	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_4>
19	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_5>
8	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_6>
3	<http://xmlns.com/foaf/0.1/based_near>
3	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_7>
2	<http://www.w3.org/2002/12/cal/ical#tzid>
2	<http://www.w3.org/2002/12/cal/ical#date>
1	<http://xmlns.com/foaf/0.1/mbox_sha1sum>
1	<http://xmlns.com/foaf/0.1/homepage>
1	<http://www.w3.org/2003/01/geo/wgs84_pos#long>
1	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>
1	<http://www.w3.org/2002/12/cal/ical#url>
1	<http://www.w3.org/2002/12/cal/ical#dtstart>
1	<http://www.w3.org/2002/12/cal/ical#dtend>
1	<http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#editorList>
1	<http://swrc.ontoware.org/ontology#booktitle>
1	<http://data.semanticweb.org/ns/swc/ontology#relatedToEvent>
1	<http://data.semanticweb.org/ns/swc/ontology#isRoleAt>
1	<http://data.semanticweb.org/ns/swc/ontology#hasRole>
1	<http://data.semanticweb.org/ns/swc/ontology#hasRelatedDocument>
1	<http://data.semanticweb.org/ns/swc/ontology#hasLogo>
1	<http://data.semanticweb.org/ns/swc/ontology#hasAcronym>
1	<http://data.semanticweb.org/ns/swc/ontology#completeGraph>
