795	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>
420	<http://www.w3.org/2002/07/owl#sameAs>
369	<http://xmlns.com/foaf/0.1/name>
353	<http://www.w3.org/2000/01/rdf-schema#label>
317	<http://xmlns.com/foaf/0.1/maker>
317	<http://xmlns.com/foaf/0.1/made>
211	<http://data.semanticweb.org/ns/swc/ontology#hasRole>
207	<http://data.semanticweb.org/ns/swc/ontology#heldBy>
190	<http://data.semanticweb.org/ns/swc/ontology#holdsRole>
188	<http://xmlns.com/foaf/0.1/mbox_sha1sum>
155	<http://xmlns.com/foaf/0.1/workplaceHomepage>
155	<http://xmlns.com/foaf/0.1/homepage>
137	<http://data.semanticweb.org/ns/swc/ontology#isSuperEventOf>
130	<http://data.semanticweb.org/ns/swc/ontology#isRoleAt>
106	<http://data.semanticweb.org/ns/swc/ontology#hasPart>
102	<http://data.semanticweb.org/ns/swc/ontology#relatedToEvent>
100	<http://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#authorList>
99	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_1>
89	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_2>
81	<http://xmlns.com/foaf/0.1/topic>
80	<http://www.w3.org/2000/01/rdf-schema#seeAlso>
70	<http://swrc.ontoware.org/ontology#year>
70	<http://swrc.ontoware.org/ontology#month>
69	<http://swrc.ontoware.org/ontology#url>
68	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_3>
62	<http://data.semanticweb.org/ns/swc/ontology#isSubEventOf>
51	<http://data.semanticweb.org/ns/swc/ontology#partOf>
48	<http://swrc.ontoware.org/ontology#abstract>
48	<http://data.semanticweb.org/ns/swc/ontology#isPartOf>
38	<http://www.w3.org/2004/02/skos/core#broader>
33	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_4>
31	<http://data.semanticweb.org/ns/swc/ontology#url>
31	<http://data.semanticweb.org/ns/swc/ontology#hasRelatedArtefact>
26	<http://www.w3.org/2002/12/cal/ical#dtstart>
26	<http://www.w3.org/2002/12/cal/ical#dtend>
26	<http://data.semanticweb.org/ns/swc/ontology#hasLocation>
18	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_5>
14	<http://xmlns.com/foaf/0.1/member>
9	<http://www.w3.org/2002/12/cal/ical#url>
9	<http://data.semanticweb.org/ns/swc/ontology#hasAcronym>
8	<http://www.w3.org/2002/12/cal/ical#summary>
5	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_6>
3	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_7>
3	<http://data.semanticweb.org/ns/swc/ontology#hasRelatedDocument>
2	<http://swrc.ontoware.org/ontology#booktitle>
1	<http://www.w3.org/2000/01/rdf-schema#subClassOf>
1	<http://www.w3.org/2000/01/rdf-schema#comment>
1	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_9>
1	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_8>
1	<http://www.w3.org/1999/02/22-rdf-syntax-ns#_10>
1	<http://swrc.ontoware.org/ontology#series>
1	<http://swrc.ontoware.org/ontology#address>
1	<http://data.semanticweb.org/ns/swc/ontology#isLocationFor>
1	<http://data.semanticweb.org/ns/swc/ontology#hasProgramme>
1	<http://data.semanticweb.org/ns/swc/ontology#hasLogo>
1	<http://data.semanticweb.org/ns/swc/ontology#completeGraph>
